task_id,tokenizer,language,token_count,char_count,category,difficulty
D-NET-0005v280,tokenizer_v03,toke,57,248,D-NET,2
D-NET-0005v289,tokenizer_v03,toke,41,203,D-NET,2
D-NET-0005v302,tokenizer_v03,toke,53,261,D-NET,2
D-NET-0005v48,tokenizer_v03,toke,59,246,D-NET,2
D-NET-0005v96,tokenizer_v03,toke,51,214,D-NET,2
D-NET-0006v137,tokenizer_v03,toke,62,294,D-NET,2
D-NET-0006v172,tokenizer_v03,toke,75,352,D-NET,2
D-NET-0006v176,tokenizer_v03,toke,87,402,D-NET,2
D-NET-0007v123,tokenizer_v03,toke,66,266,D-NET,2
D-NET-0007v132,tokenizer_v03,toke,72,302,D-NET,2
D-NET-0007v156,tokenizer_v03,toke,60,285,D-NET,2
D-NET-0007v33,tokenizer_v03,toke,57,262,D-NET,2
D-NET-0007v38,tokenizer_v03,toke,72,295,D-NET,2
D-NET-0007v43,tokenizer_v03,toke,67,324,D-NET,2
D-NET-0007v58,tokenizer_v03,toke,63,296,D-NET,2
D-NET-0007v59,tokenizer_v03,toke,69,316,D-NET,2
D-NET-0007v69,tokenizer_v03,toke,56,260,D-NET,2
D-NET-0008v144,tokenizer_v03,toke,113,447,D-NET,2
D-NET-0008v238,tokenizer_v03,toke,75,373,D-NET,2
D-NET-0008v253,tokenizer_v03,toke,96,426,D-NET,2
D-NET-0008v28,tokenizer_v03,toke,71,356,D-NET,2
D-NET-0008v329,tokenizer_v03,toke,102,451,D-NET,2
D-NET-0008v330,tokenizer_v03,toke,81,337,D-NET,2
D-NET-0008v39,tokenizer_v03,toke,74,364,D-NET,2
D-NET-0009v171,tokenizer_v03,toke,54,259,D-NET,2
D-NET-0009v224,tokenizer_v03,toke,60,248,D-NET,2
D-NET-0009v237,tokenizer_v03,toke,41,192,D-NET,2
D-NET-0009v264,tokenizer_v03,toke,61,236,D-NET,2
D-NET-0009v285,tokenizer_v03,toke,69,270,D-NET,2
D-NET-0009v303,tokenizer_v03,toke,60,248,D-NET,2
D-NET-0009v36,tokenizer_v03,toke,68,292,D-NET,2
D-NET-0010v240,tokenizer_v03,toke,51,206,D-NET,2
D-NET-0010v290,tokenizer_v03,toke,50,197,D-NET,2
D-NET-0010v69,tokenizer_v03,toke,45,185,D-NET,2
D-NET-0010v73,tokenizer_v03,toke,53,216,D-NET,2
D-NET-0011v190,tokenizer_v03,toke,50,239,D-NET,2
D-NET-0011v195,tokenizer_v03,toke,56,297,D-NET,2
D-NET-0011v200,tokenizer_v03,toke,71,305,D-NET,2
D-NET-0011v236,tokenizer_v03,toke,53,245,D-NET,2
D-NET-0011v296,tokenizer_v03,toke,54,253,D-NET,2
D-NET-0012v139,tokenizer_v03,toke,60,316,D-NET,2
D-NET-0012v163,tokenizer_v03,toke,63,272,D-NET,2
D-NET-0012v183,tokenizer_v03,toke,65,237,D-NET,2
D-NET-0012v211,tokenizer_v03,toke,67,274,D-NET,2
D-NET-0012v258,tokenizer_v03,toke,71,300,D-NET,2
D-NET-0012v290,tokenizer_v03,toke,63,272,D-NET,2
D-NET-0012v297,tokenizer_v03,toke,65,257,D-NET,2
D-NET-0012v53,tokenizer_v03,toke,75,297,D-NET,2
D-NET-0012v6,tokenizer_v03,toke,65,296,D-NET,2
D-NET-0013v10,tokenizer_v03,toke,72,327,D-NET,2
D-NET-0013v118,tokenizer_v03,toke,66,298,D-NET,2
D-NET-0013v147,tokenizer_v03,toke,57,272,D-NET,2
D-NET-0013v156,tokenizer_v03,toke,60,293,D-NET,2
D-NET-0013v203,tokenizer_v03,toke,59,283,D-NET,2
D-NET-0013v328,tokenizer_v03,toke,53,247,D-NET,2
D-NET-0013v340,tokenizer_v03,toke,55,242,D-NET,2
D-NET-0013v40,tokenizer_v03,toke,54,189,D-NET,2
D-NET-0013v80,tokenizer_v03,toke,65,256,D-NET,2
D-NET-0013v9,tokenizer_v03,toke,66,268,D-NET,2
D-NET-0014v118,tokenizer_v03,toke,76,297,D-NET,2
D-NET-0014v134,tokenizer_v03,toke,74,279,D-NET,2
D-NET-0014v229,tokenizer_v03,toke,59,248,D-NET,2
D-NET-0014v305,tokenizer_v03,toke,59,244,D-NET,2
D-NET-0014v59,tokenizer_v03,toke,77,315,D-NET,2
D-NET-0015v160,tokenizer_v03,toke,65,242,D-NET,2
D-NET-0015v178,tokenizer_v03,toke,46,197,D-NET,2
D-NET-0015v183,tokenizer_v03,toke,76,249,D-NET,2
D-NET-0015v195,tokenizer_v03,toke,72,277,D-NET,2
D-NET-0015v2,tokenizer_v03,toke,47,181,D-NET,2
D-NET-0015v21,tokenizer_v03,toke,59,215,D-NET,2
D-NET-0015v303,tokenizer_v03,toke,62,228,D-NET,2
D-NET-0015v330,tokenizer_v03,toke,59,232,D-NET,2
D-NET-0015v337,tokenizer_v03,toke,59,240,D-NET,2
D-NET-0016v192,tokenizer_v03,toke,96,427,D-NET,2
D-NET-0016v238,tokenizer_v03,toke,128,544,D-NET,2
D-NET-0016v33,tokenizer_v03,toke,88,455,D-NET,2
D-NET-0016v49,tokenizer_v03,toke,115,476,D-NET,2
D-NET-0016v98,tokenizer_v03,toke,100,617,D-NET,2
D-NET-0017v1,tokenizer_v03,toke,53,205,D-NET,2
D-NET-0017v119,tokenizer_v03,toke,32,175,D-NET,2
D-NET-0017v142,tokenizer_v03,toke,49,251,D-NET,2
D-NET-0017v177,tokenizer_v03,toke,60,239,D-NET,2
D-NET-0017v55,tokenizer_v03,toke,43,193,D-NET,2
D-NET-0018v137,tokenizer_v03,toke,47,248,D-NET,2
D-NET-0018v234,tokenizer_v03,toke,39,205,D-NET,2
D-NET-0018v27,tokenizer_v03,toke,73,308,D-NET,2
D-NET-0018v273,tokenizer_v03,toke,78,310,D-NET,2
D-NET-0018v63,tokenizer_v03,toke,40,222,D-NET,2
D-NET-0019v115,tokenizer_v03,toke,70,357,D-NET,2
D-NET-0019v129,tokenizer_v03,toke,44,225,D-NET,2
D-NET-0019v18,tokenizer_v03,toke,59,304,D-NET,2
D-NET-0019v218,tokenizer_v03,toke,63,286,D-NET,2
D-NET-0019v283,tokenizer_v03,toke,47,255,D-NET,2
D-NET-0020v119,tokenizer_v03,toke,69,351,D-NET,2
D-NET-0020v125,tokenizer_v03,toke,82,372,D-NET,2
D-NET-0020v137,tokenizer_v03,toke,82,447,D-NET,2
D-NET-0020v156,tokenizer_v03,toke,69,352,D-NET,2
D-NET-0020v211,tokenizer_v03,toke,69,374,D-NET,2
D-NET-0020v218,tokenizer_v03,toke,85,454,D-NET,2
D-NET-0020v256,tokenizer_v03,toke,89,409,D-NET,2
D-NET-0020v260,tokenizer_v03,toke,71,356,D-NET,2
D-NET-0020v335,tokenizer_v03,toke,68,342,D-NET,2
D-NET-0020v92,tokenizer_v03,toke,75,405,D-NET,2
D-TST-0001v259,tokenizer_v03,toke,52,242,D-TST,1
D-TST-0001v30,tokenizer_v03,toke,66,255,D-TST,1
D-TST-0002v156,tokenizer_v03,toke,39,228,D-TST,1
D-TST-0002v188,tokenizer_v03,toke,49,247,D-TST,1
D-TST-0002v20,tokenizer_v03,toke,33,204,D-TST,1
D-TST-0002v264,tokenizer_v03,toke,69,258,D-TST,1
D-TST-0002v37,tokenizer_v03,toke,51,213,D-TST,1
D-TST-0003v133,tokenizer_v03,toke,49,197,D-TST,1
D-TST-0003v18,tokenizer_v03,toke,63,267,D-TST,1
D-TST-0003v247,tokenizer_v03,toke,49,211,D-TST,1
D-TST-0003v89,tokenizer_v03,toke,56,236,D-TST,1
D-TST-0004v150,tokenizer_v03,toke,45,218,D-TST,1
D-TST-0004v237,tokenizer_v03,toke,32,166,D-TST,1
D-TST-0005v131,tokenizer_v03,toke,56,252,D-TST,1
D-TST-0005v14,tokenizer_v03,toke,31,177,D-TST,1
D-TST-0005v242,tokenizer_v03,toke,63,245,D-TST,1
D-TST-0005v256,tokenizer_v03,toke,36,181,D-TST,1
D-TST-0005v3,tokenizer_v03,toke,46,263,D-TST,1
D-TST-0006v144,tokenizer_v03,toke,54,246,D-TST,1
D-TST-0006v203,tokenizer_v03,toke,58,286,D-TST,1
D-TST-0007v123,tokenizer_v03,toke,56,295,D-TST,1
D-TST-0007v228,tokenizer_v03,toke,56,266,D-TST,1
D-TST-0007v255,tokenizer_v03,toke,37,173,D-TST,1
D-TST-0008v116,tokenizer_v03,toke,66,323,D-TST,1
D-TST-0008v200,tokenizer_v03,toke,39,192,D-TST,1
D-TST-0008v227,tokenizer_v03,toke,38,202,D-TST,1
D-TST-0008v252,tokenizer_v03,toke,43,253,D-TST,1
D-TST-0008v265,tokenizer_v03,toke,60,294,D-TST,1
D-TST-0008v93,tokenizer_v03,toke,52,250,D-TST,1
D-TST-0009v102,tokenizer_v03,toke,71,366,D-TST,1
D-TST-0009v147,tokenizer_v03,toke,57,268,D-TST,1
D-TST-0010v155,tokenizer_v03,toke,56,300,D-TST,1
D-TST-0010v56,tokenizer_v03,toke,56,246,D-TST,1
D-TST-0011v183,tokenizer_v03,toke,58,230,D-TST,2
D-TST-0011v231,tokenizer_v03,toke,57,248,D-TST,2
D-TST-0011v77,tokenizer_v03,toke,40,180,D-TST,2
D-TST-0012v141,tokenizer_v03,toke,55,215,D-TST,2
D-TST-0012v263,tokenizer_v03,toke,101,398,D-TST,2
D-TST-0012v32,tokenizer_v03,toke,60,232,D-TST,2
D-TST-0013v143,tokenizer_v03,toke,51,229,D-TST,2
D-TST-0013v19,tokenizer_v03,toke,50,225,D-TST,2
D-TST-0013v81,tokenizer_v03,toke,90,383,D-TST,2
D-TST-0014v19,tokenizer_v03,toke,101,392,D-TST,2
D-TST-0014v249,tokenizer_v03,toke,87,411,D-TST,2
D-TST-0014v50,tokenizer_v03,toke,58,242,D-TST,2
D-TST-0015v14,tokenizer_v03,toke,65,277,D-TST,2
D-TST-0015v172,tokenizer_v03,toke,103,459,D-TST,2
D-TST-0015v179,tokenizer_v03,toke,98,437,D-TST,2
D-TST-0015v206,tokenizer_v03,toke,99,457,D-TST,2
D-TST-0015v259,tokenizer_v03,toke,104,439,D-TST,2
D-TST-0015v38,tokenizer_v03,toke,106,563,D-TST,2
D-TST-0016v114,tokenizer_v03,toke,64,265,D-TST,2
D-TST-0016v19,tokenizer_v03,toke,116,411,D-TST,2
D-TST-0016v201,tokenizer_v03,toke,104,383,D-TST,2
D-TST-0016v30,tokenizer_v03,toke,74,306,D-TST,2
D-TST-0016v76,tokenizer_v03,toke,116,465,D-TST,2
D-TST-0016v81,tokenizer_v03,toke,62,239,D-TST,2
D-TST-0016v91,tokenizer_v03,toke,133,565,D-TST,2
D-TST-0017v101,tokenizer_v03,toke,63,239,D-TST,2
D-TST-0017v108,tokenizer_v03,toke,55,204,D-TST,2
D-TST-0017v148,tokenizer_v03,toke,46,216,D-TST,2
D-TST-0017v180,tokenizer_v03,toke,54,199,D-TST,2
D-TST-0017v188,tokenizer_v03,toke,44,219,D-TST,2
D-TST-0017v243,tokenizer_v03,toke,49,224,D-TST,2
D-TST-0017v53,tokenizer_v03,toke,46,212,D-TST,2
D-TST-0018v111,tokenizer_v03,toke,47,228,D-TST,2
D-TST-0018v261,tokenizer_v03,toke,63,295,D-TST,2
D-TST-0018v81,tokenizer_v03,toke,50,251,D-TST,2
D-TST-0018v94,tokenizer_v03,toke,48,228,D-TST,2
D-TST-0019v169,tokenizer_v03,toke,58,300,D-TST,2
D-TST-0019v221,tokenizer_v03,toke,60,274,D-TST,2
D-TST-0019v4,tokenizer_v03,toke,48,255,D-TST,2
D-TST-0020v11,tokenizer_v03,toke,48,237,D-TST,2
D-TST-0020v132,tokenizer_v03,toke,61,302,D-TST,2
D-TST-0020v15,tokenizer_v03,toke,46,205,D-TST,2
D-TST-0020v161,tokenizer_v03,toke,60,281,D-TST,2
D-TST-0020v18,tokenizer_v03,toke,72,301,D-TST,2
D-TST-0020v190,tokenizer_v03,toke,58,289,D-TST,2
D-TST-0020v21,tokenizer_v03,toke,54,215,D-TST,2
D-TST-0020v6,tokenizer_v03,toke,67,312,D-TST,2
D-TST-0021,tokenizer_v03,toke,68,298,D-TST,2
D-TST-0021v10,tokenizer_v03,toke,62,300,D-TST,2
D-TST-0021v124,tokenizer_v03,toke,73,307,D-TST,2
D-TST-0021v14,tokenizer_v03,toke,76,417,D-TST,2
D-TST-0021v157,tokenizer_v03,toke,61,307,D-TST,2
D-TST-0021v163,tokenizer_v03,toke,61,334,D-TST,2
D-TST-0021v170,tokenizer_v03,toke,56,296,D-TST,2
D-TST-0021v180,tokenizer_v03,toke,54,282,D-TST,2
D-TST-0021v219,tokenizer_v03,toke,49,230,D-TST,2
D-TST-0021v221,tokenizer_v03,toke,57,275,D-TST,2
D-TST-0021v240,tokenizer_v03,toke,49,233,D-TST,2
D-TST-0021v255,tokenizer_v03,toke,48,206,D-TST,2
D-TST-0021v260,tokenizer_v03,toke,51,251,D-TST,2
D-TST-0022v116,tokenizer_v03,toke,36,175,D-TST,2
D-TST-0022v14,tokenizer_v03,toke,50,172,D-TST,2
D-TST-0022v193,tokenizer_v03,toke,47,171,D-TST,2
D-TST-0022v28,tokenizer_v03,toke,46,176,D-TST,2
D-TST-0022v52,tokenizer_v03,toke,46,175,D-TST,2
D-TST-0022v69,tokenizer_v03,toke,34,158,D-TST,2
D-TST-0022v81,tokenizer_v03,toke,51,196,D-TST,2
D-TST-0022v9,tokenizer_v03,toke,46,185,D-TST,2
D-TST-0023v102,tokenizer_v03,toke,46,223,D-TST,3
D-TST-0023v146,tokenizer_v03,toke,52,210,D-TST,3
D-TST-0023v176,tokenizer_v03,toke,49,212,D-TST,3
D-TST-0023v185,tokenizer_v03,toke,42,177,D-TST,3
D-TST-0023v198,tokenizer_v03,toke,59,226,D-TST,3
D-TST-0023v236,tokenizer_v03,toke,65,275,D-TST,3
D-TST-0023v237,tokenizer_v03,toke,41,179,D-TST,3
D-TST-0023v238,tokenizer_v03,toke,38,168,D-TST,3
D-TST-0023v247,tokenizer_v03,toke,38,169,D-TST,3
D-TST-0023v259,tokenizer_v03,toke,78,279,D-TST,3
D-TST-0024v130,tokenizer_v03,toke,72,250,D-TST,3
D-TST-0024v136,tokenizer_v03,toke,64,221,D-TST,3
D-TST-0024v154,tokenizer_v03,toke,71,261,D-TST,3
D-TST-0024v161,tokenizer_v03,toke,60,229,D-TST,3
D-TST-0024v170,tokenizer_v03,toke,50,244,D-TST,3
D-TST-0024v185,tokenizer_v03,toke,68,234,D-TST,3
D-TST-0024v31,tokenizer_v03,toke,60,230,D-TST,3
D-TST-0024v48,tokenizer_v03,toke,56,207,D-TST,3
D-TST-0024v5,tokenizer_v03,toke,46,191,D-TST,3
D-TST-0024v52,tokenizer_v03,toke,55,234,D-TST,3
D-TST-0024v55,tokenizer_v03,toke,48,225,D-TST,3
D-TST-0024v65,tokenizer_v03,toke,65,247,D-TST,3
D-TST-0025v162,tokenizer_v03,toke,133,518,D-TST,3
D-TST-0025v202,tokenizer_v03,toke,121,523,D-TST,3
D-TST-0025v207,tokenizer_v03,toke,88,389,D-TST,3
D-TST-0025v215,tokenizer_v03,toke,114,563,D-TST,3
D-TST-0025v22,tokenizer_v03,toke,56,228,D-TST,3
D-TST-0025v241,tokenizer_v03,toke,87,352,D-TST,3
D-TST-0025v248,tokenizer_v03,toke,102,462,D-TST,3
D-TST-0025v256,tokenizer_v03,toke,160,643,D-TST,3
D-TST-0025v73,tokenizer_v03,toke,75,243,D-TST,3
D-TST-0025v85,tokenizer_v03,toke,116,461,D-TST,3
D-TST-0025v95,tokenizer_v03,toke,137,593,D-TST,3
D-WEB-0001v116,tokenizer_v03,toke,73,323,D-WEB,2
D-WEB-0001v172,tokenizer_v03,toke,73,328,D-WEB,2
D-WEB-0001v230,tokenizer_v03,toke,75,336,D-WEB,2
D-WEB-0001v236,tokenizer_v03,toke,68,315,D-WEB,2
D-WEB-0001v58,tokenizer_v03,toke,60,355,D-WEB,2
D-WEB-0001v71,tokenizer_v03,toke,73,304,D-WEB,2
D-WEB-0003v114,tokenizer_v03,toke,40,179,D-WEB,2
D-WEB-0003v128,tokenizer_v03,toke,63,322,D-WEB,2
D-WEB-0003v137,tokenizer_v03,toke,57,229,D-WEB,2
D-WEB-0003v141,tokenizer_v03,toke,50,292,D-WEB,2
D-WEB-0004v10,tokenizer_v03,toke,86,425,D-WEB,2
D-WEB-0004v143,tokenizer_v03,toke,53,305,D-WEB,2
D-WEB-0004v2,tokenizer_v03,toke,51,281,D-WEB,2
D-WEB-0004v252,tokenizer_v03,toke,59,329,D-WEB,2
D-WEB-0005v24,tokenizer_v03,toke,104,447,D-WEB,3
D-WEB-0005v248,tokenizer_v03,toke,103,435,D-WEB,3
D-WEB-0005v5,tokenizer_v03,toke,116,563,D-WEB,3
D-WEB-0005v63,tokenizer_v03,toke,71,350,D-WEB,3
D-WEB-0005v65,tokenizer_v03,toke,105,475,D-WEB,3
D-WEB-0006v128,tokenizer_v03,toke,47,205,D-WEB,3
D-WEB-0006v148,tokenizer_v03,toke,67,309,D-WEB,3
D-WEB-0006v16,tokenizer_v03,toke,78,365,D-WEB,3
D-WEB-0006v177,tokenizer_v03,toke,77,312,D-WEB,3
D-WEB-0006v179,tokenizer_v03,toke,63,281,D-WEB,3
D-WEB-0006v190,tokenizer_v03,toke,61,247,D-WEB,3
D-WEB-0006v222,tokenizer_v03,toke,51,241,D-WEB,3
D-WEB-0006v224,tokenizer_v03,toke,86,341,D-WEB,3
D-WEB-0006v6,tokenizer_v03,toke,82,368,D-WEB,3
D-WEB-0007v12,tokenizer_v03,toke,58,272,D-WEB,3
D-WEB-0007v177,tokenizer_v03,toke,66,338,D-WEB,3
D-WEB-0007v193,tokenizer_v03,toke,50,260,D-WEB,3
D-WEB-0007v207,tokenizer_v03,toke,52,232,D-WEB,3
D-WEB-0007v70,tokenizer_v03,toke,45,246,D-WEB,3
D-WEB-0008v102,tokenizer_v03,toke,105,386,D-WEB,3
D-WEB-0008v139,tokenizer_v03,toke,92,354,D-WEB,3
D-WEB-0008v147,tokenizer_v03,toke,138,552,D-WEB,3
D-WEB-0008v15,tokenizer_v03,toke,52,196,D-WEB,3
D-WEB-0008v172,tokenizer_v03,toke,64,279,D-WEB,3
D-WEB-0008v209,tokenizer_v03,toke,92,443,D-WEB,3
D-WEB-0008v75,tokenizer_v03,toke,58,212,D-WEB,3
D-WEB-0008v93,tokenizer_v03,toke,94,390,D-WEB,3
D-WEB-0009v1,tokenizer_v03,toke,78,230,D-WEB,2
D-WEB-0009v107,tokenizer_v03,toke,77,258,D-WEB,2
D-WEB-0009v138,tokenizer_v03,toke,89,404,D-WEB,2
D-WEB-0009v198,tokenizer_v03,toke,49,207,D-WEB,2
D-WEB-0010v178,tokenizer_v03,toke,46,208,D-WEB,2
D-WEB-0010v208,tokenizer_v03,toke,44,154,D-WEB,2
D-WEB-0010v217,tokenizer_v03,toke,48,158,D-WEB,2
D-WEB-0010v29,tokenizer_v03,toke,57,259,D-WEB,2
D-WEB-0010v84,tokenizer_v03,toke,47,248,D-WEB,2
D-WEB-0010v87,tokenizer_v03,toke,37,193,D-WEB,2
D-WEB-0011v170,tokenizer_v03,toke,76,249,D-WEB,2
D-WEB-0012v125,tokenizer_v03,toke,38,145,D-WEB,2
D-WEB-0012v178,tokenizer_v03,toke,66,276,D-WEB,2
D-WEB-0013v242,tokenizer_v03,toke,163,539,D-WEB,2
D-WEB-0013v35,tokenizer_v03,toke,70,358,D-WEB,2
D-WEB-0013v41,tokenizer_v03,toke,52,323,D-WEB,2
D-WEB-0013v47,tokenizer_v03,toke,80,296,D-WEB,2
D-WEB-0013v6,tokenizer_v03,toke,46,209,D-WEB,2
D-WEB-0013v63,tokenizer_v03,toke,82,319,D-WEB,2
D-WEB-0013v74,tokenizer_v03,toke,64,302,D-WEB,2
D-WEB-0013v76,tokenizer_v03,toke,40,220,D-WEB,2
D-WEB-0013v97,tokenizer_v03,toke,64,283,D-WEB,2
D-WEB-0014v139,tokenizer_v03,toke,52,229,D-WEB,2
D-WEB-0014v181,tokenizer_v03,toke,48,182,D-WEB,2
D-WEB-0014v222,tokenizer_v03,toke,41,240,D-WEB,2
D-WEB-0014v228,tokenizer_v03,toke,35,188,D-WEB,2
D-WEB-0014v232,tokenizer_v03,toke,46,192,D-WEB,2
D-WEB-0014v62,tokenizer_v03,toke,72,299,D-WEB,2
D-WEB-0014v85,tokenizer_v03,toke,29,180,D-WEB,2
D-WEB-0015v183,tokenizer_v03,toke,38,217,D-WEB,2
D-WEB-0015v230,tokenizer_v03,toke,62,384,D-WEB,2
D-WEB-0015v236,tokenizer_v03,toke,59,243,D-WEB,2
D-WEB-0015v38,tokenizer_v03,toke,53,223,D-WEB,2
D-WEB-0015v94,tokenizer_v03,toke,46,178,D-WEB,2
D-WEB-0016v120,tokenizer_v03,toke,49,199,D-WEB,2
D-WEB-0016v194,tokenizer_v03,toke,48,182,D-WEB,2
D-WEB-0016v253,tokenizer_v03,toke,42,149,D-WEB,2
D-WEB-0016v4,tokenizer_v03,toke,49,189,D-WEB,2
D-WEB-0016v46,tokenizer_v03,toke,49,187,D-WEB,2
D-WEB-0016v87,tokenizer_v03,toke,49,197,D-WEB,2
D-WEB-0017v25,tokenizer_v03,toke,59,296,D-WEB,2
D-WEB-0017v44,tokenizer_v03,toke,46,244,D-WEB,2
D-WEB-0017v73,tokenizer_v03,toke,48,210,D-WEB,2
D-WEB-0018v10,tokenizer_v03,toke,44,171,D-WEB,2
D-WEB-0018v119,tokenizer_v03,toke,60,226,D-WEB,2
D-WEB-0018v142,tokenizer_v03,toke,48,223,D-WEB,2
D-WEB-0018v145,tokenizer_v03,toke,54,263,D-WEB,2
D-WEB-0018v247,tokenizer_v03,toke,43,189,D-WEB,2
D-WEB-0018v65,tokenizer_v03,toke,47,234,D-WEB,2
D-WEB-0018v68,tokenizer_v03,toke,57,306,D-WEB,2
D-WEB-0019v133,tokenizer_v03,toke,39,132,D-WEB,2
D-WEB-0019v182,tokenizer_v03,toke,39,140,D-WEB,2
D-WEB-0019v67,tokenizer_v03,toke,39,152,D-WEB,2
D-WEB-0020v105,tokenizer_v03,toke,53,205,D-WEB,2
D-WEB-0020v109,tokenizer_v03,toke,55,211,D-WEB,2
D-WEB-0020v177,tokenizer_v03,toke,29,112,D-WEB,2
D-WEB-0021v12,tokenizer_v03,toke,53,227,D-WEB,2
D-WEB-0021v123,tokenizer_v03,toke,39,222,D-WEB,2
D-WEB-0021v125,tokenizer_v03,toke,41,159,D-WEB,2
D-WEB-0021v180,tokenizer_v03,toke,55,224,D-WEB,2
D-WEB-0021v29,tokenizer_v03,toke,32,168,D-WEB,2
D-WEB-0021v4,tokenizer_v03,toke,47,197,D-WEB,2
D-WEB-0021v70,tokenizer_v03,toke,59,296,D-WEB,2
D-WEB-0021v92,tokenizer_v03,toke,48,199,D-WEB,2
D-WEB-0022v119,tokenizer_v03,toke,51,197,D-WEB,2
D-WEB-0022v183,tokenizer_v03,toke,64,237,D-WEB,2
D-WEB-0022v222,tokenizer_v03,toke,50,203,D-WEB,2
D-WEB-0023v91,tokenizer_v03,toke,70,284,D-WEB,2
D-WEB-0023v97,tokenizer_v03,toke,48,186,D-WEB,2
D-WEB-0024v108,tokenizer_v03,toke,50,209,D-WEB,2
D-WEB-0024v220,tokenizer_v03,toke,51,211,D-WEB,2
D-WEB-0024v27,tokenizer_v03,toke,59,316,D-WEB,2
D-WEB-0025v139,tokenizer_v03,toke,65,347,D-WEB,3
D-WEB-0025v192,tokenizer_v03,toke,59,302,D-WEB,3
D-WEB-0025v199,tokenizer_v03,toke,88,353,D-WEB,3
D-WEB-0025v30,tokenizer_v03,toke,83,351,D-WEB,3
D-WEB-0025v89,tokenizer_v03,toke,74,383,D-WEB,3
D-WEB-0026v187,tokenizer_v03,toke,63,340,D-WEB,3
D-WEB-0026v205,tokenizer_v03,toke,51,223,D-WEB,3
D-WEB-0026v217,tokenizer_v03,toke,49,199,D-WEB,3
D-WEB-0026v238,tokenizer_v03,toke,78,410,D-WEB,3
D-WEB-0026v28,tokenizer_v03,toke,75,402,D-WEB,3
D-WEB-0026v96,tokenizer_v03,toke,33,156,D-WEB,3
D-WEB-0027v173,tokenizer_v03,toke,75,254,D-WEB,3
D-WEB-0027v182,tokenizer_v03,toke,68,221,D-WEB,3
D-WEB-0027v241,tokenizer_v03,toke,60,216,D-WEB,3
MIG-B-D-CFG-0013v334-2f9e09c6,tokenizer_v03,toke,105,478,D-CFG,2
MIG-B-D-CFG-0015v338-0c7d6653,tokenizer_v03,toke,63,390,D-CFG,2
MIG-B-D-CLI-0013v279-c2e9fb64,tokenizer_v03,toke,84,271,D-CLI,2
MIG-B-D-CRY-0009v250-d8b6ddd9,tokenizer_v03,toke,18,122,D-CRY,2
MIG-B-D-CRY-0020v230-784b9394,tokenizer_v03,toke,39,233,D-CRY,2
MIG-B-D-DAT-0011v241-abe6727f,tokenizer_v03,toke,32,185,D-DAT,2
MIG-B-D-NET-0019v330-7a853f80,tokenizer_v03,toke,90,519,D-NET,2
MIG-B-D-WEB-0004v237-bfa34332,tokenizer_v03,toke,213,747,D-WEB,2
MIG-B-D-WEB-0015v234-dc2f99e3,tokenizer_v03,toke,25,103,D-WEB,2
MIG-B-D-WEB-0026v228-b74d7296,tokenizer_v03,toke,34,213,D-WEB,2
MIG-P2-A-A-ARR-0008v23-ae88119c,tokenizer_v03,toke,18,150,A-ARR,2
MIG-P2-A-A-ARR-0019v13-3d367c21,tokenizer_v03,toke,10,133,A-ARR,2
MIG-P2-A-A-ARR-0019v4-5e28336f,tokenizer_v03,toke,12,149,A-ARR,2
MIG-P2-A-A-ARR-0019v8-2eaaa735,tokenizer_v03,toke,10,140,A-ARR,2
MIG-P2-A-A-ARR-0021v30-c15769ff,tokenizer_v03,toke,16,148,A-ARR,2
MIG-P2-A-A-ARR-0022v37-de4fbe4a,tokenizer_v03,toke,13,134,A-ARR,2
MIG-P2-A-A-ARR-0023v23-e8274f00,tokenizer_v03,toke,11,122,A-ARR,2
MIG-P2-A-A-ARR-0023v3-3c505ac3,tokenizer_v03,toke,9,105,A-ARR,2
MIG-P2-A-A-ARR-0030v36-e678a533,tokenizer_v03,toke,22,186,A-ARR,2
MIG-P2-A-A-ARR-0037v3-9abdcbad,tokenizer_v03,toke,26,133,A-ARR,2
MIG-P2-A-A-ARR-0043v12-154fffbd,tokenizer_v03,toke,22,191,A-ARR,2
MIG-P2-A-A-ARR-0045v32-9af55752,tokenizer_v03,toke,31,144,A-ARR,2
MIG-P2-A-A-ARR-0046v19-13f13762,tokenizer_v03,toke,58,349,A-ARR,2
MIG-P2-A-A-ARR-0046v24-dc98b531,tokenizer_v03,toke,25,160,A-ARR,2
MIG-P2-A-A-ARR-0053v13-e347d91b,tokenizer_v03,toke,28,231,A-ARR,2
MIG-P2-A-A-ARR-0088v34-cb00cec3,tokenizer_v03,toke,49,433,A-ARR,2
MIG-P2-A-A-ARR-0096v20-1f0ac9b4,tokenizer_v03,toke,40,257,A-ARR,2
MIG-P2-A-A-ARR-0110v26-252adcd9,tokenizer_v03,toke,35,207,A-ARR,2
MIG-P2-A-A-ARR-0118v25-0c4bf30d,tokenizer_v03,toke,20,134,A-ARR,2
MIG-P2-A-A-CND-0019v52-f1a11ceb,tokenizer_v03,toke,16,173,A-CND,2
MIG-P2-A-A-CND-0021v8-0d4d7403,tokenizer_v03,toke,8,45,A-CND,2
MIG-P2-A-A-CND-0021v9-241e94a7,tokenizer_v03,toke,15,82,A-CND,2
MIG-P2-A-A-CND-0032v19-15802cc1,tokenizer_v03,toke,7,65,A-CND,2
MIG-P2-A-A-CND-0032v58-07ed9fc4,tokenizer_v03,toke,9,113,A-CND,2
