# baseline sample ids (story 131.20, plan D7) -- reuse verbatim for the post-rewrite run
# manifest=MANIFEST.jsonl manifest_sha256=dd924287cd90fce955dbef04c1833b25a4b6230bfbb7bd5f42f7761ce2b04b79
# seed=131 requested_n=2000 drawn_n=2000 strata=category x difficulty
# record_sha256 = sha256 of the record file per freeze_129_manifest.jsonl (sha256=13272718794b63356ff5c8cf26da068c6b134c87cb34c16c82243265d2740d93); blank if absent there
# task_id	category	difficulty	record_sha256
A-CND-0073v21	A-CND	1	0dfc4ae61f4eb5eafb8c529d23f68491864fd52873a0df9b81ceda84a72c93f6
A-CND-0073v48	A-CND	1	c447327ea284a1eba069d36cc1a0cb36ef065e3287b82aac7bce21c10b6ca18b
A-CND-0073v66	A-CND	1	4e00eef91d1466a5df4b60f3f406c313e70702d5c38a17e4a46a67adacdb1e66
A-CND-0074v11	A-CND	2	df833b28b50ef79da1bbe4087eb0a00d4886f617132cb87438ae4023e4022290
A-CND-0075v32	A-CND	2	96c1274ae5f5b67863ee0e4a2ebbf736f654d7a2c6c366dc0d02698d3048e7c8
A-CND-0075v38	A-CND	2	be287a2387b065c1e18b0bd4b7f36c267621d37806da20750857bd40f220054a
A-CND-0075v50	A-CND	2	ecf9f4042cf12f090cdfc4ae1cbfd98cad8f90373574a5a74914405f4df21886
A-CND-0077v44	A-CND	2	cf8fba2cedcfab72e04ce923d54eeb3accdbfe27a0817c50b4f6e25b0d025a06
A-CND-0078v54	A-CND	2	a9aa9e97edc69fe951fc6755ae2f566883c69f2f041dcc908c0d4c07b26993c0
A-CND-0078v56	A-CND	2	a1e6b27867d7ad28b1aeb0f85e46dacec9a345237db41d5a3e8ae90dc66b57ea
A-CND-0078v7	A-CND	2	9b184286f3975c561e849aa2b14b70c29e5238b04ed8935c9eb612c096505bb7
A-CND-0080v79	A-CND	1	ff4083fbaf9acf8c93a4aec9248e46472d9dfa4408858de3b5ccbaf2c5db3798
A-CND-0082v55	A-CND	1	b6ca1ac489286264075b448a743bc18d7dd736665d9909d921e2a4a85a702724
A-CND-0083v17	A-CND	1	7e5a25b4b14ced8831fa678445e047045624b51f2494018cb223251da550f41b
A-CND-0083v74	A-CND	1	45121e052b192daf0873409cd86014d7524626a5365d18311f546641cca53e2d
A-CND-0084v83	A-CND	1	1d8b3280f1c9d30f07b5593fd0ea4053b8d8d340af193d0f6d4f1869867c9a6c
A-CND-0085v71	A-CND	1	e297ffd07c5770b1dcb01f3fcb95843a3836a6c843b942859758eaa3682a3842
A-CND-0087v75	A-CND	1	4c0b83ab8a610f29e7438f61ee2fb691ea61b89d4236500493a36b23ecc1bc00
A-CND-0088v7	A-CND	1	20c0201de5b4c36d89997f2933e88b3bdfe70b56ac2deebaa92efb3760a34b31
A-CND-0088v70	A-CND	1	4247e6253329997702ca9116ad57df01966395e001ae94b64a4498f3f72cf2b8
A-CND-0089v2	A-CND	2	820654ff22659e4ab84618965b20c57103fe9479dada9ba945a7f0813445165b
A-CND-0090v14	A-CND	1	de49dd047dc0041ea7b7e9b1d28a37de0ef5a05f38d827cc950a0cb91d0e755e
A-CND-0090v65	A-CND	1	6d8c648cc9bb4313a012adfcd9d5acf4d7fcdc8c7f82d74064b35105106d2764
A-CND-0091v1	A-CND	2	9a255cd59255e84c9a1adbb45ffd4c397fcc130eaccec127a45f12303b1240be
A-CND-0091v30	A-CND	2	d93730fe52cf7d7b6f059e9068cf6087cace8c196dd65f65b2e90a5e731ba4c4
A-CND-0091v68	A-CND	2	d3c3d6dd49f19f01352bb4bb2c2d739959c8a60cbc3fc0b043e085217c9793ad
A-CND-0091v81	A-CND	2	df5bef5a926bc860d44b981b4833c265b3bf56a1bcfd789b3dbd20b8afd516eb
A-CND-0092v10	A-CND	2	496249468f6c035e5c8dfe157bc56b80a05335d6e6d0ba42358ea9086086650d
A-CND-0092v31	A-CND	2	4b582a1485f4c75a20c3977523bcef7c3fb91a9fed1fcb1daf4cc8be95ab24e6
A-CND-0092v50	A-CND	2	6902f88abe50f98be414c6b5e947f5171587188f73b7e2954e6566a143f698db
A-CND-0092v56	A-CND	2	2ce2854061eb7ed3103390a36c8a97a54def275d42d5496960df057a359dc5d6
A-CND-0093v40	A-CND	2	2105e14922b4ffa36b677c00b627aacba81fd1857264f508bea877e408de7e59
A-CND-0094v29	A-CND	2	8a2f9a8a3f5fd42c89c0f02d01917f7d93dd03798f95e3908142937e191e6bf3
A-CND-0094v58	A-CND	2	c4c4fc9044599f9e392a14d613cfa6b33e84179d53b13f1a9dfd26a0453737de
A-CND-0095v27	A-CND	2	a004f48726b629670977dab2e7a37459937eff7cfbc3692a81e73ae8d31ed440
A-CND-0095v46	A-CND	2	efb82718e28628b5931ccdc2da390cb32b097a088f0637a98989853a9fa47dd0
A-CND-0096v25	A-CND	2	21a85bd1faeebd4a1f0faa556ea9711c77cd9d1c6f9cc919e369f76e78594233
A-CND-0096v63	A-CND	2	71a64ffcb4624c564eac3b7dec1d6cbd0582ed35da77b46981da2c301043ce44
A-CND-0097v34	A-CND	2	18a0ec3b1f9c706feb4ccb79042e9ddd28bdc163e016f4965c15767fe7b5975d
A-CND-0097v37	A-CND	2	cc4fe423c7d346e5e53af767efe36a434db48e453cdfb622f14ae1216dada61d
A-CND-0098v60	A-CND	2	f5ebcb24480d6c26fe52622e20cd3a093571acb0ef592df18b694eed65c569e6
A-CND-0098v76	A-CND	2	8b20817f22a84c1ac4039e035dbc20d015213c652675560d4c6bf5a2d264dccc
A-ERR-0003v19	A-ERR	1	688102124a402fe132a6d2c02b264961e381604f83593716d9606eeec3993e7d
A-ERR-0003v85	A-ERR	1	a923c03da60833b77220500b216cdd5465fe10c4a2669033e262ee2ee054b07f
A-ERR-0004v57	A-ERR	1	b4c136cbc50f79b67a71189cebc92eba3eda3ab8e20aa0c38d83c84ec98b0719
A-ERR-0005v24	A-ERR	1	4d2b095d01927be7d79deb952dd5e74df7c5695a95b9a15ec8f54722ac26fbce
A-ERR-0007v72	A-ERR	1	ef73b177ef557cb203e9ae1d75454d853ac1253ffe82c2fa81ba3c3bbf11aced
A-ERR-0009v55	A-ERR	1	0980432f90920edcb380c751a0642555efe91d153fac7f3b70c90138ebe48bde
A-ERR-0009v64	A-ERR	1	9dab378cc4f38683ba5e35ccc7f01b817a08d553d60f5862ae9c8725108b3758
A-ERR-0010v24	A-ERR	1	55cf5a43d44bc58cd728081c628508fff370e86f3846aba394b99a774bdab480
A-ERR-0010v25	A-ERR	1	2f07d339a10968a1fdd389fb8f81f0e30f505a6c81eca3118225d88ea8849bcd
A-ERR-0011v18	A-ERR	1	6fd5f0659a691f730f166fcf2f84201ad406ac7fe134ec03c024fe5de6470a7e
A-ERR-0011v35	A-ERR	1	9a924f851c64b7fb85cf755258319573b1f50e048587d9d88910063ef9bf2cbc
A-ERR-0012v52	A-ERR	1	78047303744e0598a0e281f0a77d9e6d15f97ef889c982044712377af48204db
A-ERR-0013v77	A-ERR	1	c2ef14eba474c6bebd9ddcaf8c0f42754fa6d4bcd768072ab1d9ada6a4413a8b
A-ERR-0014v15	A-ERR	1	3aff7ae1d329d1747205081028210a1823550ac559e1431eb1fbd2dbc1fe0e73
A-ERR-0014v55	A-ERR	1	6e68e745c045ecd0886f36e231a991bd202ec76b6f4b99e0045fd2aa60d8d543
A-ERR-0015v74	A-ERR	1	a27aa5e2dc4031cefe10fcd79eadb461e286f32bf71450debaa2a52d26b9303f
A-ERR-0018v10	A-ERR	2	d0f2aa91dcf4e3e1e5b4bff5f001c26dbc50f1c2d96ca207b400b11705363583
A-ERR-0018v29	A-ERR	2	303881c796329af33d0be4a3796695c687dedc28543957709775fa2dd33efb9d
A-ERR-0018v59	A-ERR	2	bc833a83deb3e157aa547671012beef869393060a384c1ab3755665f4777647b
A-ERR-0018v77	A-ERR	2	b709b9a51c2f0f67656d06a27c1652bd2398581c395ab09e02e42ec4b395ce82
A-ERR-0019v37	A-ERR	2	e7d66f21f8e2caff6c15513759207a9393fa42c9aac3d34c315a0c6e17dfb1ac
A-ERR-0020v67	A-ERR	2	6628e0cc555ccd9c20508e09cb97d495a3634db27b69d5ae4e473627104277a5
A-ERR-0020v86	A-ERR	2	5027527759848dc74ad104e2714288b12f4b3c0f1df0a31c437b8773daa78fd9
A-ERR-0021v48	A-ERR	2	7c5debf858bdf6e3f264e260f079c1abf7afac5fccea99fe5c4ff6d84ca50d1e
A-ERR-0022v50	A-ERR	2	2b4031bdd961c195930747ff555e5ab9a97448d80ceeac6520c9049a7b8ce916
A-ERR-0022v62	A-ERR	2	6a2708ba340e2fecff7ac7801dc7b58fae587d4f1a2547e31f1853083fb09fbc
A-ERR-0022v65	A-ERR	2	590c709f6e67efbab9b8649bdcd7340bf253b4539ba28ff6a8df7048c51bc137
A-ERR-0023v71	A-ERR	2	937b4e585e4bfb15f2734886d5373b8815c90913618393f3ed0a37a4fa2615d5
A-ERR-0024v57	A-ERR	2	4bce444741f776d418d94c2507a4ce22293c8a56e1f43e2c6039c2d78221c3c8
A-ERR-0024v63	A-ERR	2	f815f677218e1efbbac68905c35b3ab89a7cac4e74c0af98a3159501bcde1324
A-ERR-0025v29	A-ERR	3	78cda0ed13b75d929a98c2d2350dcebd59b75f972cadd1c6ffcd8f20b1a8151c
A-ERR-0025v68	A-ERR	3	dd739f56830946345d7cca132558007db074acae9d93ddfcfe28025b10e946fd
A-ERR-0026v83	A-ERR	3	04ab4818a1633554583fe13dafb85c9f86cff1a5f8a50a0a9dc041e1948da8b1
A-ERR-0028v31	A-ERR	3	3966a3502697fafcf5754719925f01cfeeb2a769939268be17cb5cf24e22ce65
A-ERR-0028v62	A-ERR	3	543e11f4273c0478b196ecb41ff2ac7aa6fafc53f73308a519f6c53600c9764e
A-ERR-0028v76	A-ERR	3	50b6adda603575c8b7959617a63609999388a7408db5dbd41eb31cbb99800784
A-ERR-0030v55	A-ERR	3	390bbec1b7cb4e0d8c03baf200068d6cb56178d7dd4df243233c9159e1e2127c
A-ERR-0030v64	A-ERR	3	1e6deaa4a3f3f9b21500155d19c32d1480b085fbc2964e28736d9ced2445ba66
A-ERR-0030v83	A-ERR	3	8e60371fe3172e23b0048669901724d9a2121d9962b5b00afcd0101561098a52
A-ERR-0031v44	A-ERR	3	a7f5c8598383b52b85b012967f8fc68a68445f0cf65fb811a4b8e94f930cc6ce
A-ERR-0033v23	A-ERR	1	c042242b6f6c47f402ffaaf4d6b0dcc413090abf30b7753b669c8b6de1787134
A-ERR-0034v81	A-ERR	1	f66863517dd329ce5978b6b772784462651e1dd77a2988640bbac26e93c24242
A-ERR-0036v44	A-ERR	2	651944798905ade23688f83526e691d10495a7802065a1c2b6f0e9bc96b4b028
A-ERR-0036v48	A-ERR	2	0b9a4b8761a4c815c371438db8968b54be960e769974f0d07952f3a391fdcd94
A-ERR-0036v76	A-ERR	2	5bdb9b83b52cfd5dd6ae931b6c11a890a120da68f437ca9d17d5f2c1e0fb24d7
A-ERR-0038v13	A-ERR	2	119501fd3f6c22bc6cf6fed1a3ae6f70992bb89dc0f8c83631d281507a9ec1d3
A-ERR-0038v66	A-ERR	2	228bdfe4e91a3b4b77b8549be41aa633dc84c4a47ad9a9d028c8c6f0dbb68d32
A-ERR-0039v39	A-ERR	2	7309a8f336561ea0bc4856c9bfd82d46781a254fc185a0af602894123449a405
A-ERR-0039v44	A-ERR	2	43f3ee7d09484efda609a5f604bfdf616b567499d3adac4dfe381a22a7cf5553
A-ERR-0041v13	A-ERR	2	99ea56bd993c9d03d50d8bf32991f1256c905c60df6459ba22975aed91c82041
A-ERR-0041v27	A-ERR	2	0d9f52a78f0f6e5a459892ef27065c9979f1dac36d147f9e349bf30368c8b8ee
A-ERR-0041v28	A-ERR	2	7b5adb46d39da16085fe9935dc7c552b4dae725a6f54344f88938bd9cfa3e1b0
A-ERR-0041v62	A-ERR	2	b697de87f73fbe8dc4b27bf610f836254e91ac5040ac529a350b962d93ff1cf5
A-ERR-0041v7	A-ERR	2	5db8012620f533ae61eaf8eed1829817031865466551dccd8c9011aa0a35ccbc
A-ERR-0041v81	A-ERR	2	8c9b7b853cfb67718e6771353f31661fecec02d40e443f6ac0dbc5ddc5f9113f
A-ERR-0041v83	A-ERR	2	f96604f2ee33b3497080a55f740e3f4734801590201054c569893e3fcd550761
A-ERR-0042v25	A-ERR	2	74eaad788f725fc717b8dc1033a3e65f594a7791a8710d82085afdf5ca5d0af3
A-ERR-0042v68	A-ERR	2	897824bcf86ac5aed6b229ceca716547965757b4238a871a461d368eb8121f15
A-ERR-0042v83	A-ERR	2	87a40ad0a7d4b70880f7708872da10e187c56d83e563ccd5429ffecf22ed8ae5
A-ERR-0043v15	A-ERR	2	4995ad3e9cefed4801dea7536d67e2b126a0676cfe430681d0eeab755f741db3
A-ERR-0043v57	A-ERR	2	f8289d02927e8c02f5d56f51699d6fa1be4a5d82cd0adb57449a137720d1ecf6
A-ERR-0044v5	A-ERR	2	40de043281c479ac23b99484902b1f0192a9d44208a766b607f96ececeef7bbf
A-ERR-0044v65	A-ERR	2	dffba6fc7d602c9976e0646cdd68a0cab8162c26a59d1ea1349e3cd91ee391fa
A-ERR-0045v30	A-ERR	2	681ca37b10b0eb7d28818f24a7f1bb36bcf9d98e425ea8cb1bdf3d11b3cda300
A-ERR-0045v41	A-ERR	2	8f891a514c6d489afc4e8c9b8e2f30a89f906927a1161e735025d84f487e5906
A-ERR-0045v58	A-ERR	2	ccbf1c7b05092ec65dbc06ee7144709569ba83380713ae16b961a4859fd5d264
A-ERR-0045v7	A-ERR	2	d3c54a3337fe58c89b43523ac708ca9d5c8bfbbeaddba76d978c6225f5f9ace4
A-ERR-0046v33	A-ERR	1	154f953e2aad078ec0b2a69a90b9b1d1b96926baa7c0365560aa3a145aae6ed9
A-ERR-0046v51	A-ERR	1	fc3bd4705fa6ff805f04f6e9eb52e2b13997d7f2542d0bf837e38f826cd7ac5f
A-ERR-0046v72	A-ERR	1	b20f3c8df415aa601bdf5c4ab04db9d5e8dd0a3ed937b1842cde7afd13bf7516
A-ERR-0047v1	A-ERR	2	f26d0dbfcec0940d58a38b073cf02ffea70ce737114dcbb8352211405300e7d8
A-ERR-0047v86	A-ERR	2	aea1950f95af6c50a37d10f6e6a499fe9290e9d97124ad30e3b5c5930e659baa
A-ERR-0048v11	A-ERR	2	15808ef2637bae6cbd30733b56bdd6cd3f6735ace29aabe06c6d1fe833f77bc8
A-ERR-0048v22	A-ERR	2	135fa8188922f293e1fbe4e46355358aeed45fb496ddc085cf080e12a6f908bc
A-ERR-0049v15	A-ERR	2	f907a9dd8df32ef1d4321b4da8ea9250afcdf5e6f2d68d111cf761f494b7258a
A-ERR-0049v39	A-ERR	2	fdad968fd73a98b9320246e951972511ccd1b2674311c0d2aeac98112563ee95
A-ERR-0050v3	A-ERR	1	4639247bacad277f8e28bd20f0efb62aa2c78062f1f99f0825a1b20eedf2a54f
A-ERR-0050v9	A-ERR	1	8686f917fd513680bbd4df450fa75e434a407e5dedafd9b2f65b0736be502a0d
A-ERR-0052v69	A-ERR	1	3c0e8d4c729e724eb44fb03fb76440ad5ce778729cc04d55ac0accfd0b44df5d
A-ERR-0053v50	A-ERR	1	1cf7bbf3fcf1c545ed7f666a5fe23253d030d11f61c89154556a899d336b1624
A-ERR-0053v72	A-ERR	1	1b916349bff7de204261c5839da699ad2fd4489c07d82ab5b2813a2efab4cc5b
A-ERR-0053v87	A-ERR	1	68094d9a59ff967a8010cdaa4ff8b5c2b26801399f9e8dedfa9cff96b673383c
A-ERR-0054v35	A-ERR	1	e1c1364d2438489bc9622aaa52af52b263bc6fd4a02eb0042b4657bb0bcfdd70
A-ERR-0054v46	A-ERR	1	cda5a325ddf1655fac0495b77fb380ceaa232da52ec6d131b9644e66063ac850
A-ERR-0055v48	A-ERR	1	ea7e648e6286b2a70b89cc1340e09af2ae063fd15ebbf800dc85699c016e8bc7
A-ERR-0055v53	A-ERR	1	2767ba491810d363d6eb2c5f0333362ebe1c414a92fcd88b106c9ccf150848c6
A-ERR-0056v44	A-ERR	1	fcea7c99b0f3fecaabdacdd473eaeb197d0a5ae0ccc72128a8bed61935159c5b
A-ERR-0057v27	A-ERR	1	b13e47d5228d45153ae070f4e3c69be44d0f75c2fe70f43797ad57f69e9a1e6f
A-ERR-0059v14	A-ERR	2	83eb57358c7f886b09d1fa6b2789fcf41f10cb5c5232d00a2a5c5de699349ec1
A-ERR-0059v20	A-ERR	2	fb1e6872c301b3dfbc4a0289ce08c9c8c6cebd75decd4a347dec5b4a2b043fad
A-ERR-0059v55	A-ERR	2	27c302f15725b38deb357768596404f93c114257f8a6d20dd23bbc5f9a0223b2
A-ERR-0060v18	A-ERR	2	9f0106606183bb281d09fb7f95d5d7e502c192f59dc35c2036f455755dab1068
A-ERR-0061v48	A-ERR	2	50bf38a21c21a923e612b6338d02f8f82aea9d9f99127d850ea7f84dd30a4c11
A-ERR-0062v22	A-ERR	2	aa32e4822f15c8d7a2b25146be942bf859473ea13d300005de123ca1bfbbb304
A-ERR-0062v52	A-ERR	2	f2518caf7b1e97008b249c00fc970e6e020fccc281e07b50de0d892c6c3f8353
A-ERR-0064v3	A-ERR	3	67f9e06173631db73cb8a802519898472cc094def45d51c9e82c08bcaa4f7494
A-ERR-0065v18	A-ERR	3	0f1885ac96a864bd4df22c0b6f1e3b78184053ad7b99cf9519e6a1030104f5e3
A-ERR-0065v3	A-ERR	3	93b681cc453cdfaab68ec3f8efe9920635c7e6ff35a791c96e3f83b6f7b4efc4
A-ERR-0066v31	A-ERR	3	53d496a5adabff3864f430284e6cdd034f0ce16d7523356a5816c9198870cd91
A-ERR-0067v62	A-ERR	2	6c24579979dd869340aaebbd83920423343e5659cfed8e35ce9cc282b981bb0c
A-ERR-0069v49	A-ERR	2	13c68afa6708433d2c8f0a855a182ded7c9abc1fc05338b59836821a1aa786c5
A-ERR-0071v56	A-ERR	2	7c7deabf9e0d64dcee7305080e0ce1d3fc49734595b8a5422ace1209d2ed15c3
A-ERR-0074v22	A-ERR	3	cf8ec757ad0b6c39317ebca2a532d55208da599e3c3070529506fc0ac8702add
A-ERR-0074v23	A-ERR	3	54711e9fde0e65c7680ea471f2c11690955a6aab2e6a596413bce99f748d3d8e
A-ERR-0074v36	A-ERR	3	0bbd66e65d51542a155f65637033a4eb62d551de94166dd4749d7c3f49ce05cc
A-ERR-0074v49	A-ERR	3	4519812540f3c8d581376f8e725ecb34bc3b72dd5dbb9a76119101fa424cb12d
A-ERR-0076v10	A-ERR	2	feb5fc9b8cd87830edccdea5b101b0406900f2cf5594df9b278445ba87257d54
A-ERR-0076v45	A-ERR	2	7378a87d71abf9a06d71c255a07f7ba746dc4d73861c68b6f107188b5870e066
A-ERR-0076v86	A-ERR	2	c208478fa6eabc4d0221ddd97d53751fac81aae79e225158ebc59c158f82fe8b
A-ERR-0077	A-ERR	2	bee7b198c421dd502a6d027af074e228f5fa053feacdb1170f8ac5d9a42e8e5b
A-ERR-0077v30	A-ERR	2	036a73704536fe8de15b03f4c9d8aec260df27062e641c3519cf23d821628d96
A-ERR-0078v10	A-ERR	2	d23d6240ce80bbb6de8e00fbc03f8b09e9d520c4a2e97e678fb4a57ecc7f73dc
A-ERR-0078v11	A-ERR	2	790798e336e74288f77c8768546c194c1a233c9e73dc0fd8e3988ca04f93e59d
A-ERR-0078v33	A-ERR	2	27a0dafed5342e00486612caada3420581ae064ed9afb9ae3351c199a28c8079
A-ERR-0079v81	A-ERR	2	f8829561306d2b76f1ab3051e47a93851d0c67c06fa43597d97679ff5976b7de
A-ERR-0080v37	A-ERR	3	0460ae2aa0a4dc07e617a0f6d9075fa6c0b7a484704e7b2f05620579ba837384
A-ERR-0081	A-ERR	3	0097a9556e945b0a7b4854482c6854e4901555b3d378d65c2c39b55bfb835c23
A-ERR-0081v17	A-ERR	3	2a029bdbd96739c7e13fa75ea4bbd8016a877e70fd979086634b87d7bbaf1128
A-ERR-0082v61	A-ERR	3	6511eddf0c00ce8464c9b01889ac9fd8801eb31e2e8f72444b0204592e4098b4
A-ERR-0083v25	A-ERR	3	c23f99794dd05bed15ab3995973c2fab03d28e0fa10f33d39fab6f44a2433cc8
A-ERR-0084v15	A-ERR	3	7a5719a4a148ea78ce5bd185ddfd3cdda8048f0b097b9479af4cf7f0c2ac68d4
A-ERR-0085v2	A-ERR	3	d1cf956652430c651fe3884fef6754d9c661b99e838485af3d7af5e96eeb9d98
A-ERR-0086v55	A-ERR	3	ec4e5e67ceb825a79ac2674fa8c8aef6a9d4a20b27e760b243848b5aa7ca94d9
A-ERR-0088v75	A-ERR	3	d45f3bc5f847576f7533c63615df7add1a1824c92e21e4019c9f55e80e4e0452
A-ERR-0089v26	A-ERR	3	972f16f50d80a9b3caac4884bc7cb9d8167c18eb49ac49298075ff5ee4a89f4d
A-ERR-0089v40	A-ERR	3	9da6af2f5b21c8258fbf90067bc93ffe84ffa3db19753e9f4be6a001a635b154
A-ERR-0091v33	A-ERR	3	367e7b58cb687defd35d7da185886c5e15742b43bbfcd6c34550c6617171f518
A-ERR-0092v26	A-ERR	2	c4290e51829268b1427c5a0854ff622d964fc375193892d88650c37d07b3c1d9
A-ERR-0092v4	A-ERR	2	7e1e83b9cf8e1d4ba909bad12877dd1b6bb65ce2c5cab6406907f00b7b5afa7e
A-ERR-0093v7	A-ERR	3	9fbc0d33d0c6242beaf3c932002352bd97661bd5faa97854097af6ba078b0b5c
A-ERR-0094v31	A-ERR	3	459f41d2c12e05563da36f4b2b0c91d84ced1ab7b1355406890e12a06b19bf7d
A-ERR-0095v19	A-ERR	3	62f8a44b3613994d618fcf960b1ad421a4621fd61e3b9bd4df280ae6b11b25ea
A-MTH-0001v3	A-MTH	1	59ab2bd9563abdc3060a295a2caf0069f7d1dbb7dfa8eb8fd83e38119a122e7f
A-MTH-0002v3	A-MTH	1	a21569b2da3e9db9c239a672156e468c4bc4e78425d7db0b1dcbb821843ca570
A-MTH-0005v54	A-MTH	1	ac7e9e4f97bbe19f0224e84f35e36d074aab80c72e52b57ed9bfd4293161c915
A-MTH-0005v69	A-MTH	1	66eaf729e02b17bc1ae5b9d3f71d3ee2099dbbc820dd198ca007086ff3d841ce
A-MTH-0010v43	A-MTH	1	0fafdfa45adbe524a9ac1c6009e3a03d46e573f9a0c07a22848adf123472d389
A-MTH-0010v60	A-MTH	1	6937c6f9ac770105ad14c9ed4ef139459901b609ba78a6fa77c0ee3023d8df90
A-MTH-0011v8	A-MTH	1	288b2630fc90988ce2f72166def43205958e4ec0cc1e453c343d5de278e83853
A-MTH-0017v11	A-MTH	1	08bd7cafaf7fad5cb06039ff964938e7f514125a64a796bc58cfcfe1fc7bc970
A-MTH-0019v4	A-MTH	1	c68ff11ff37af55120ad50faa1d5ba2b64057992ea343c5789f5641cc05fb6d1
A-MTH-0019v7	A-MTH	1	2b2a93a437b0c63d1b01909b4d93e25b92fba77b695d0a5712aa930a9a388dd6
A-MTH-0020	A-MTH	1	7e05f125cba63c67fd0f621936b6c7636cc521d89e558b41369fbaf8a2c6c1d3
A-MTH-0023v36	A-MTH	1	fdb0e0c7e4a60f1b427554678ae8d0c5bd24c44973905a9fffadbd166ca5ac19
A-MTH-0024v26	A-MTH	1	87286fa94e8483f60ed0189c4b088cd16ad3345cc53e6f0c6f4d7f2163d85c97
A-MTH-0024v44	A-MTH	1	bab2d77d2291c0107041573221d0bdaad8c0c2642a4c42225cfa0265d56dd2c1
A-MTH-0025v43	A-MTH	1	11740b9939e9df281c5beb986ec8043d31de8ea5b383177d8efbdc180d5385ac
A-MTH-0025v67	A-MTH	1	fff2070c43a6aa8bb957253d8a6c7cd0afe256eb632b1aa0ebcae0e8dc80125e
A-MTH-0026v48	A-MTH	1	906fc21816e0ec0e4189d3259ca9420a664edf228fcaf0b25a87d75542ca3b44
A-MTH-0027v65	A-MTH	1	78b200428758500066e01f6bfd433916f973c6b048c271ced524bd0b876e7265
A-MTH-0029v28	A-MTH	1	95026079d23ae5f9f2de4979846ef6b2078c67b49cb9c17ce8bbc425f25ed523
A-MTH-0032v15	A-MTH	1	d6baf5d46afdf922506c7e640ebc9da79238d1ec3e1e018e20a0798efc7610d6
A-MTH-0032v35	A-MTH	1	7776f8dc375dbde4ce8ab5b188711b0e3d2c7666e85d0e7acda195ee5f045ff6
A-MTH-0036v17	A-MTH	1	2c261fda6faa931e0b30380a8e49e7a2e6cd6a5c7538d99597ac361fc57fc7b0
A-MTH-0037v44	A-MTH	1	c74b94dfc9aa038f79f268defa8436fbe373d4fb28b19595d5da3ef576b8dd9a
A-MTH-0038v7	A-MTH	1	d58a32364d6c72dbbda4b61ff4ce98c0bac9440e290324cfb307c0e727a456c3
A-MTH-0039v35	A-MTH	1	a423cbf6a52d3970286f094ad7de133fda67cacce20c24c7a92bc0474f5e7751
A-MTH-0040v23	A-MTH	2	77ace26c0b2af582d6a9ec6893fdfd988d30524762775d51e8b7439610e3a335
A-MTH-0041v24	A-MTH	2	9d9c017623c50d1c04108b21fd47d7f61df933a3e2e0968a0a0a1b619df0bba0
A-MTH-0042v15	A-MTH	2	dd0d9b3609bcc8f24af69eddf397894ece95aed3a4e5f2cdda4a2b9d342b4d1e
A-MTH-0043v24	A-MTH	2	c203f59815a4b0dd420ff8d9e1035f5f1f34cb591bfd30d8f219befc1d242664
A-MTH-0043v65	A-MTH	2	05d4157aa4c04d91f07b2b44382eca8db4069c890ec010ce7a4181e868cf33c2
A-MTH-0044v57	A-MTH	2	19ed0186561166d6d6b9e32b458556c399d069537b2343c5b12c082a14a85cbc
A-MTH-0045v25	A-MTH	2	d831099620bd2c86e5465b5ae1601497b43abf08d16a55ec0f89736e73aceeba
A-MTH-0045v29	A-MTH	2	5c92031bd333a84aa86f6cc0424adc162a3d08b70a4e7cb77e3d23848e2d8dd4
A-MTH-0046v2	A-MTH	2	80e2efa284b733a53fc92c48f737205b2862eedb9c5e750e4dbd1ff6915b4026
A-MTH-0046v35	A-MTH	2	bd4827b0e9535bfeaf777941dd4548b719a7de143cf4df6233632489eea18aab
A-MTH-0047v12	A-MTH	2	654169657250bb2b5a69c91c855f6c0a11a4774f9a6a135740ce5f03f3f424a0
A-MTH-0047v44	A-MTH	2	fbec2214281f668ad5ff328c47c8aefcb77bf13bde1389fd4bf812c433956c14
A-MTH-0047v51	A-MTH	2	8f18090e8af6405ba6faf55d6ac97ea93ea86e98616b6c1a6d1b5f8600d56852
A-MTH-0048v65	A-MTH	2	4be3b96d5df2dbf222bf1df655a0361a0ce6b692f6bb368d0a51830514d9e31a
A-MTH-0050v55	A-MTH	2	c87e6acd16a44c7cd3d65b099ebe2177fa64e7dbe2d99f2f17bc8313194c9f16
A-MTH-0051v15	A-MTH	2	3827f85b8135f4be243ec016afa1f3f62e2f8f9dccdde7b70b98f5461e1b83d4
A-MTH-0054v59	A-MTH	2	79f993caf05b215e27642308b794f07aca7f9ce78e7cebaa6863ed919ad610d0
A-MTH-0055v1	A-MTH	2	ed8920441ea2c3f5aa983d312ab999bddce65545b2f44b8332280d808ff43f24
A-MTH-0055v14	A-MTH	2	a5a4d27d8ca05963be0d87fffd1c37a4002751c842313e323e963edfc6cfc53f
A-MTH-0055v56	A-MTH	2	1e6de6ffc1db0e544390249b5359c42ef0fca72b893e6dff9d82a4cc5bc28a38
A-MTH-0055v65	A-MTH	2	46b7234e404560186cd06fd52cd03d961597bed9e1880d044bcfe8dfd0776287
A-MTH-0056v7	A-MTH	2	d0075de258a0c6b6c6be7ed72e89689cd919110d422ea717d10c15e47783233f
A-MTH-0058v24	A-MTH	3	50fed50780e6669905f84800f7a99700cd60dd2073da8245fb446550330f9cca
A-MTH-0058v36	A-MTH	3	e8113f75232c59e0000140d804e3cf0bc645a844d254912ffabeaf0c2503693e
